value_h,rank_h,pts_last3_h,value_a,rank_a,pts_last3_a,result,difference,score,1_home_win,2_draw,3_away_win
0.345,0.1,6,0.68,0.5,3,3,-1,"""0-1""",,,
0.237,0.556,7,0.286,0.667,7,3,-1,"""1-2""",,,
0.527,0.9,2,0.213,0.3,4,2,0,"""1-1""",,,
0.55,0.85,0,1.0,0.708,2,3,-2,"""0-2""",,,
0.661,0.25,4,0.54,0.85,7,1,1,"""1-1""",,,
0.325,0.1,9,0.043,0.722,1,2,0,"""1-1""",,,
0.272,0.15,6,0.266,0.2,6,2,-1,"""4-2""",,,
0.55,0.4,7,0.522,0.95,7,3,-2,"""0-2""",,,
0.199,0.417,0,1.0,0.167,6,3,-3,"""0-3""",,,
0.036,0.85,2,0.366,0.45,9,2,0,"""2-2""",,,
0.555,0.25,5,0.042,0.333,6,1,2,"""4-2""",,,
0.501,0.15,7,0.28,0.111,4,1,2,"""3-1""",,,
0.184,0.417,6,0.795,0.95,1,3,-2,"""0-2""",,,
0.266,0.65,2,1.0,0.1,9,3,2,"""1-1""",,,
0.117,0.889,6,0.562,0.1,9,3,-2,"""0-2""",,,
0.363,0.45,3,0.612,0.95,3,1,2,"""2-0""",,,
0.114,0.778,7,0.77,0.833,4,2,0,"""0-0""",,,
0.478,0.625,1,0.072,0.85,2,3,-2,"""1-3""",,,
0.197,0.45,3,0.104,0.95,0,1,2,"""2-0""",,,
0.237,0.6,6,1.0,0.5,3,3,-2,"""0-2""",,,
0.237,0.25,4,0.048,0.6,5,1,3,"""1-1""",,,
0.416,0.25,4,0.248,0.944,3,1,3,"""3-0""",,,
0.092,0.333,7,0.573,1.0,4,3,-1,"""1-2""",,,
0.789,0.563,3,0.133,0.0625,1,2,0,"""1-1""",,,
0.58,0.893,7,0.435,0.389,1,3,-1,"""0-1""",,,
0.42,0.722,5,0.202,0.722,6,2,0,"""0-0""",,,
0.955,0.8,0,0.043,0.2,9,2,0,"""1-1""",,,
0.348,0.9,7,0.788,0.3,7,2,0,"""0-0""",,,
0.5,0.8,6,0.315,0.5,4,1,1,"""2-1""",,,
0.199,0.667,6,0.202,0.222,1,2,0,"""0-0""",,,
0.26,0.125,4,0.522,0.95,9,3,-1,"""1-2""",,,
0.83,0.5,4,0.418,0.6,2,2,0,"""1-1""",,,
0.325,0.722,2,0.549,0.15,4,2,0,"""0-4""",,,
0.49,0.85,2,0.206,0.85,4,1,-2,"""3-2""",,,
0.857,0.15,1,0.093,0.111,3,2,0,"""1-1""",,,
0.764,0.8,4,0.076,0.125,1,2,0,"""1-1""",,,
0.055,0.15,1,0.093,0.4,6,1,2,"""3-1""",,,
0.336,0.8,3,0.093,0.6,0,2,0,"""0-0""",,,
0.381,0.65,2,0.033,0.25,9,1,1,"""1-0""",,,
0.807,0.3,7,0.214,0.188,3,1,2,"""2-0""",,,
0.203,0.65,2,0.278,0.65,9,2,2,"""2-2""",,,
0.882,0.2,4,0.043,0.7,4,1,1,"""2-1""",,,
0.961,0.05,9,0.223,0.45,7,1,3,"""3-2""",,,
0.159,1.0,4,0.155,0.85,0,3,3,"""3-0""",,,
1.0,0.571,4,0.172,0.1,7,1,1,"""4-1""",,,
0.983,0.35,7,0.223,0.15,4,2,0,"""1-1""",,,
0.487,0.15,7,0.397,0.7,4,1,2,"""3-1""",,,
1.0,0.75,1,0.412,0.357,2,1,1,"""1-0""",,,
0.501,0.25,5,0.563,1.0,4,1,1,"""3-1""",,,
1.0,0.2,3,0.223,0.5,7,1,1,"""1-0""",,,
1.0,0.063,7,0.412,0.95,3,1,2,"""3-2""",,,
0.114,0.667,6,0.398,1.0,1,1,3,"""3-0""",,,
0.052,0.5,7,0.284,0.222,4,2,0,"""0-0""",,,
0.036,0.5,3,0.703,0.75,7,2,0,"""0-0""",,,
0.584,0.444,0,0.715,0.875,3,1,2,"""3-0""",,,
0.111,0.9,6,0.266,0.222,7,2,0,"""0-0""",,,
0.32,0.167,4,0.219,0.85,7,1,1,"""1-0""",,,
0.466,0.35,4,0.522,0.85,3,3,-2,"""0-2""",,,
0.962,0.8,2,0.044,0.909,6,1,0,"""3-1""",,,
0.482,0.85,3,0.249,0.111,1,2,0,"""3-3""",,,
0.743,0.35,1,0.064,0.0625,3,3,-2,"""0-2""",,,
0.509,0.8,7,0.08,0.3,1,2,0,"""1-1""",,,
0.111,0.389,6,0.97,0.455,7,2,-1,"""0-0""",,,
0.61,0.15,6,0.133,0.833,6,1,3,"""4-2""",,,
0.06,0.722,3,0.214,0.909,4,1,2,"""2-0""",,,
0.661,0.05,7,0.807,0.05,4,2,0,"""1-0""",,,
0.162,0.75,7,0.163,0.8,6,3,-1,"""1-0""",,,
0.1,0.95,6,0.07,0.5,3,3,-1,"""0-1""",,,
0.412,0.75,2,0.703,0.286,7,2,0,"""0-0""",,,
0.49,0.393,6,0.282,0.6,1,1,1,"""2-1""",,,
0.278,1.0,4,0.093,0.15,1,3,0,"""1-1""",,,
0.06,0.75,1,0.093,0.8,2,1,-2,"""3-1""",,,
0.066,0.8,4,0.22,0.5,4,2,0,"""3-0""",,,
1.0,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
0.08,0.5,3,0.284,0.107,4,2,0,"""0-0""",,,
0.374,0.3,4,0.213,0.15,7,2,0,"""2-2""",,,
0.156,0.063,3,0.203,0.154,9,1,1,"""2-1""",,,
0.1,1.0,1,0.206,0.5,3,2,0,"""1-1""",,,
0.348,0.563,2,1.0,0.292,7,3,-1,"""0-1""",,,
0.61,0.05,9,0.343,0.313,6,3,-3,"""0-3""",,,
0.543,0.893,3,0.093,0.15,4,2,0,"""1-1""",,,
0.34,0.611,4,0.519,0.4,1,1,3,"""3-0""",,,
0.518,0.65,4,0.219,0.9,3,1,-1,"""3-2""",,,
0.473,0.3,4,0.475,0.75,7,2,0,"""0-0""",,,
0.789,0.95,1,0.409,0.2,9,2,0,"""0-0""",,,
0.155,0.591,6,0.412,0.5,3,1,1,"""2-1""",,,
0.382,0.136,6,0.752,0.107,6,2,0,"""0-0""",,,
0.083,0.417,6,0.048,0.6,6,3,-1,"""1-2""",,,
0.068,0.625,0,1.0,0.042,9,3,-3,"""1-4""",,,
0.272,0.179,3,0.172,0.636,7,1,1,"""3-2""",,,
0.418,0.667,6,0.266,1.0,1,2,1,"""3-0""",,,
0.983,0.111,9,0.059,0.667,7,1,5,"""1-2""",,,
0.099,0.85,7,0.139,0.111,1,1,-1,"""3-0""",,,
0.578,0.278,7,0.409,0.45,3,2,-1,"""0-2""",,,
0.273,0.8,4,0.06,0.708,7,1,1,"""1-0""",,,
0.626,0.15,4,0.165,0.95,3,1,2,"""4-1""",,,
0.159,0.625,4,0.114,0.167,6,1,1,"""1-1""",,,
0.743,0.636,5,0.815,0.8,4,3,-2,"""1-3""",,,
0.235,0.667,6,0.882,0.111,1,3,-1,"""0-1""",,,
0.045,0.85,7,0.236,0.389,6,3,-2,"""0-2""",,,
0.042,0.667,6,0.786,0.167,6,3,-3,"""0-3""",,,
0.455,0.462,3,0.853,1.0,1,3,-1,"""0-1""",,,
0.66,0.125,3,0.249,0.65,6,2,0,"""0-1""",,,
0.55,0.4,4,1.0,0.1,7,3,1,"""0-2""",,,
0.318,0.111,9,0.059,0.667,7,3,-1,"""1-2""",,,
0.5,0.15,4,0.519,0.25,0,1,3,"""0-1""",,,
0.5,0.6,4,0.269,0.5,3,1,-2,"""0-2""",,,
0.61,0.125,2,0.786,0.313,5,3,-3,"""0-3""",,,
0.208,0.75,0,0.19,0.107,1,3,-1,"""0-1""",,,
0.359,0.889,2,0.431,0.231,1,3,-1,"""0-1""",,,
0.61,0.125,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.068,0.625,0,1.0,0.313,9,3,-3,"""1-4""",,,
0.381,0.25,4,0.731,0.1,9,2,0,"""0-0""",,,
0.366,0.222,7,0.172,0.5,7,1,1,"""3-2""",,,
0.382,0.8,3,0.043,0.222,4,2,0,"""0-0""",,,
0.466,0.563,3,0.908,0.25,7,3,-1,"""0-2""",,,
0.162,0.222,3,0.519,0.5,6,1,1,"""1-0""",,,
0.499,0.05,9,0.097,0.55,3,1,3,"""4-1""",,,
0.038,0.227,1,0.546,0.3,7,1,1,"""1-0""",,,
0.462,0.25,4,0.114,0.85,3,1,2,"""2-0""",,,
0.635,0.9,1,1.0,0.5,2,3,-2,"""1-1""",,,
0.26,0.15,5,0.12,0.111,9,1,2,"""3-1""",,,
0.265,0.071,4,0.093,0.9,0,2,0,"""1-1""",,,
0.184,0.214,0,0.218,0.889,4,2,0,"""1-1""",,,
0.099,0.75,2,1.0,0.1,9,2,0,"""1-1""",,,
0.203,0.9,2,0.409,0.3,7,2,0,"""1-1""",,,
0.123,0.556,7,0.522,0.85,7,3,-2,"""0-2""",,,
0.046,0.625,0,1.0,0.65,9,3,-3,"""1-1""",,,
0.223,0.278,4,0.563,0.5,6,1,1,"""1-0""",,,
0.084,0.95,6,0.248,0.55,6,1,1,"""3-0""",,,
0.13,0.611,6,0.208,0.708,9,1,0,"""2-2""",,,
0.459,0.25,4,0.175,0.083,7,3,0,"""2-2""",,,
0.857,0.611,2,0.281,0.7,7,2,0,"""1-1""",,,
0.5,0.611,4,0.786,0.222,3,2,0,"""0-0""",,,
0.272,0.65,2,0.248,0.111,9,1,2,"""3-1""",,,
1.0,0.278,9,0.278,0.5,3,1,3,"""3-0""",,,
0.092,0.85,4,0.279,0.708,4,3,-2,"""0-2""",,,
0.123,0.6,2,0.558,0.8,2,3,-2,"""0-2""",,,
0.054,0.4,2,0.398,0.722,9,1,1,"""1-0""",,,
1.0,0.15,9,0.268,0.55,3,1,4,"""5-1""",,,
0.184,0.9,2,0.409,0.3,4,2,0,"""0-0""",,,
0.487,0.25,3,0.048,0.444,6,1,1,"""2-1""",,,
0.102,0.429,9,0.54,0.125,3,3,-1,"""1-2""",,,
0.5,0.136,3,0.114,0.167,7,1,1,"""2-1""",,,
0.184,0.333,3,0.715,0.3,4,2,0,"""0-0""",,,
0.109,0.45,3,0.069,1.0,0,3,-1,"""0-1""",,,
0.321,0.3,2,0.223,0.25,5,1,3,"""0-0""",,,
0.341,0.85,5,0.462,0.0625,3,1,-2,"""2-0""",,,
0.266,0.85,2,0.385,0.357,6,3,-2,"""4-0""",,,
0.508,0.889,3,0.522,0.1,1,3,-1,"""0-1""",,,
0.473,0.333,4,0.565,0.05,7,1,1,"""1-0""",,,
0.223,0.056,4,0.366,0.3,7,2,-1,"""2-2""",,,
0.427,0.125,4,0.295,0.875,5,1,3,"""3-0""",,,
1.0,0.313,7,0.165,0.188,6,1,3,"""3-0""",,,
0.301,0.333,9,0.715,0.071,3,1,2,"""0-4""",,,
0.66,0.063,1,0.406,0.05,4,1,1,"""1-0""",,,
0.32,0.625,3,0.488,0.25,1,1,1,"""2-1""",,,
0.574,0.2,4,0.519,0.429,7,1,1,"""2-2""",,,
0.162,0.75,4,0.462,0.85,7,3,1,"""1-0""",,,
0.226,0.85,3,0.731,0.3,4,2,0,"""2-2""",,,
0.108,0.9,7,0.097,0.85,7,1,1,"""3-2""",,,
0.203,0.188,2,0.076,0.3,4,2,0,"""1-1""",,,
0.035,0.944,9,0.075,0.778,4,1,0,"""0-2""",,,
0.61,0.417,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.55,0.889,4,0.609,0.85,6,3,-2,"""2-3""",,,
0.34,0.95,6,0.051,1.0,3,1,1,"""7-0""",,,
0.983,0.111,9,0.059,0.667,7,1,5,"""1-2""",,,
0.156,0.6,5,0.219,0.636,3,1,-2,"""0-2""",,,
1.0,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
0.731,0.8,4,0.558,0.107,1,2,0,"""1-1""",,,
0.465,1.0,1,1.0,0.722,9,2,0,"""1-1""",,,
0.402,0.556,4,0.051,0.85,7,1,-2,"""0-2""",,,
0.237,0.45,7,0.044,0.429,0,1,2,"""2-0""",,,
0.084,0.8,6,0.989,0.107,3,3,-1,"""1-2""",,,
0.882,0.6,1,0.165,0.688,5,1,3,"""3-0""",,,
0.857,0.071,6,0.462,0.286,2,2,0,"""2-2""",,,
0.185,0.95,1,0.815,0.8,2,3,-2,"""0-2""",,,
0.184,0.607,4,0.093,0.667,1,3,-1,"""3-2""",,,
0.235,0.85,0,0.562,0.778,2,3,-2,"""0-2""",,,
0.584,0.563,1,0.385,0.5,4,1,1,"""3-1""",,,
0.258,0.65,2,0.565,0.5,9,1,1,"""1-0""",,,
0.237,0.167,6,0.549,1.0,6,1,1,"""2-1""",,,
0.363,0.563,0,0.214,0.909,9,1,2,"""3-1""",,,
0.374,0.7,7,0.77,0.286,7,2,0,"""2-2""",,,
0.482,0.5,4,0.522,0.1,3,3,-1,"""0-1""",,,
0.501,0.35,7,0.125,0.438,4,1,2,"""2-0""",,,
1.0,0.25,9,0.132,0.55,3,1,4,"""5-1""",,,
0.065,0.909,0,0.272,0.75,5,2,0,"""1-1""",,,
0.381,0.15,2,0.248,0.65,3,2,0,"""2-2""",,,
0.12,0.45,4,0.155,0.5,3,3,2,"""3-1""",,,
1.0,0.214,6,0.084,0.111,6,3,0,"""0-0""",,,
0.235,0.15,3,0.412,0.75,6,2,0,"""0-0""",,,
0.184,0.15,0,1.0,0.167,6,3,-3,"""0-3""",,,
0.359,0.563,2,0.336,0.231,6,3,-1,"""0-1""",,,
0.266,0.722,2,0.431,0.292,6,3,-4,"""2-6""",,,
0.882,0.6,3,0.163,0.8,1,1,-2,"""0-0""",,,
0.173,0.45,2,0.387,0.111,9,1,2,"""2-0""",,,
0.336,0.136,4,0.075,0.75,9,2,0,"""1-1""",,,
0.278,0.4,4,0.877,0.05,1,1,1,"""3-2""",,,
0.035,0.889,1,1.0,0.4,2,3,-2,"""2-3""",,,
0.06,0.444,1,0.203,0.722,4,1,1,"""2-1""",,,
0.5,0.611,4,0.123,0.15,7,1,0,"""1-0""",,,
0.111,0.9,6,0.675,0.7,1,2,0,"""1-1""",,,
0.366,0.15,2,0.151,0.107,6,2,0,"""1-1""",,,
0.466,0.95,4,0.343,0.2,4,3,-2,"""0-2""",,,
0.336,0.778,5,0.043,0.85,2,1,0,"""2-2""",,,
0.772,0.278,4,0.051,0.667,7,1,1,"""3-0""",,,
1.0,0.15,9,0.398,0.55,7,1,3,"""3-0""",,,
0.102,0.85,3,0.207,0.5,2,2,0,"""0-0""",,,
0.34,0.65,2,0.22,0.708,1,3,-2,"""0-2""",,,
0.578,0.85,3,0.042,0.45,6,1,1,"""2-1""",,,
0.208,0.688,2,0.573,0.1,0,3,-1,"""0-1""",,,
0.191,0.625,4,0.344,0.65,2,3,-2,"""0-2""",,,
0.731,0.15,6,0.786,0.9,6,1,2,"""2-1""",,,
0.162,0.167,6,0.462,0.75,1,1,0,"""4-2""",,,
0.266,0.65,4,1.0,0.1,9,1,-4,"""1-0""",,,
0.237,0.3,4,0.048,0.429,5,1,3,"""3-0""",,,
0.499,0.8,0,0.205,0.75,2,2,0,"""0-0""",,,
0.109,0.25,6,0.06,0.95,0,1,2,"""4-3""",,,
0.5,0.1,9,0.125,0.55,3,1,4,"""1-1""",,,
0.046,0.55,2,0.546,0.222,5,2,0,"""1-1""",,,
0.035,0.944,7,0.043,0.778,2,3,-2,"""0-2""",,,
0.273,0.944,5,0.343,0.778,2,3,-2,"""0-2""",,,
0.462,0.333,3,0.093,0.3,4,2,2,"""0-0""",,,
0.584,0.35,0,0.207,0.417,9,1,2,"""1-1""",,,
0.473,0.188,2,0.249,0.222,7,2,0,"""2-2""",,,
0.111,0.35,3,0.093,0.222,1,2,0,"""0-0""",,,
0.197,0.563,3,0.104,0.944,0,1,2,"""2-0""",,,
0.578,0.688,7,0.163,0.5,1,1,1,"""1-2""",,,
0.068,0.625,0,1.0,0.042,9,3,-3,"""0-3""",,,
0.258,0.75,3,0.093,0.7,0,3,0,"""1-1""",,,
0.454,0.278,4,0.165,0.95,7,1,1,"""4-2""",,,
0.098,0.9,7,0.475,0.3,4,2,0,"""1-1""",,,
0.199,0.667,6,0.849,1.0,1,2,0,"""0-0""",,,
0.084,0.8,7,0.097,0.75,7,3,-1,"""1-2""",,,
0.173,0.4,4,1.0,0.65,6,3,2,"""3-1""",,,
0.185,1.0,0,1.0,0.0625,9,3,-1,"""0-1""",,,
0.612,0.636,5,0.815,0.6,4,3,-2,"""1-3""",,,
0.084,0.889,2,0.133,0.875,0,3,-1,"""0-1""",,,
0.867,0.7,7,0.563,0.5,4,1,2,"""2-1""",,,
0.55,0.889,2,0.853,0.231,6,3,-1,"""0-1""",,,
0.117,0.3,2,0.254,0.333,6,1,2,"""4-2""",,,
0.341,0.5,2,0.252,0.1,3,3,-2,"""0-2""",,,
0.61,0.417,9,0.609,0.167,6,3,-3,"""0-3""",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""6-1""",,,
0.111,0.667,6,0.562,0.4,4,1,3,"""0-2""",,,
0.66,0.833,9,0.6,0.722,3,1,1,"""2-0""",,,
0.109,0.75,2,0.208,0.75,6,3,-1,"""0-1""",,,
0.478,0.15,3,0.205,0.35,6,2,2,"""3-1""",,,
0.34,0.85,2,0.489,0.55,1,2,0,"""0-0""",,,
0.427,0.85,4,0.155,0.25,2,3,-2,"""0-2""",,,
0.092,0.4,3,0.044,1.0,1,3,-1,"""0-1""",,,
0.61,0.05,9,0.236,0.875,4,1,3,"""5-0""",,,
0.226,0.75,0,0.163,0.6,0,3,-1,"""1-2""",,,
0.485,0.722,1,0.214,0.5,6,2,0,"""0-0""",,,
0.184,1.0,3,0.466,0.75,3,2,0,"""1-3""",,,
0.402,0.75,3,0.563,0.05,4,1,1,"""1-0""",,,
0.12,0.773,3,0.77,0.083,4,2,0,"""1-1""",,,
0.066,0.4,6,1.0,1.0,7,3,-1,"""1-2""",,,
0.346,0.4,7,0.069,0.464,1,3,-1,"""0-1""",,,
0.348,0.462,4,0.522,0.85,7,3,-1,"""1-2""",,,
0.06,0.9,1,0.093,0.5,4,1,1,"""2-1""",,,
0.739,0.5,7,0.565,1.0,9,2,0,"""1-1""",,,
0.466,0.5,3,0.163,0.667,1,3,-2,"""1-2""",,,
0.584,0.313,5,0.385,0.188,3,1,2,"""3-1""",,,
0.346,0.15,4,0.151,0.45,7,3,-1,"""1-2""",,,
0.226,0.85,7,0.522,0.778,3,3,-2,"""0-2""",,,
0.518,0.4,5,0.54,0.556,3,1,1,"""3-1""",,,
0.402,0.8,3,0.535,1.0,6,1,1,"""1-0""",,,
0.555,0.063,4,0.271,0.679,7,1,1,"""1-0""",,,
0.359,0.4,1,0.431,0.6,6,3,-2,"""0-2""",,,
0.278,0.313,4,0.084,0.95,5,1,3,"""3-0""",,,
0.226,0.625,4,0.269,0.4,6,3,-3,"""0-3""",,,
0.318,0.333,3,0.069,0.438,1,3,-1,"""0-1""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.235,0.667,6,0.284,0.6,5,2,0,"""0-0""",,,
0.086,0.462,6,0.388,0.167,6,1,0,"""3-3""",,,
0.5,0.615,4,0.108,0.3,7,1,1,"""3-2""",,,
0.612,1.0,5,0.343,0.6,3,2,0,"""1-1""",,,
0.272,0.8,1,0.22,0.25,6,1,1,"""1-0""",,,
0.325,0.278,4,0.223,0.2,7,2,3,"""1-1""",,,
0.55,0.6,7,0.487,0.55,3,3,-2,"""0-2""",,,
0.237,0.1,4,0.268,0.5,3,1,4,"""1-1""",,,
0.199,0.667,6,0.042,0.2,6,2,0,"""0-0""",,,
0.574,0.136,7,0.172,0.4,7,1,1,"""3-2""",,,
0.237,0.125,4,0.048,0.95,5,1,3,"""3-0""",,,
0.346,0.15,7,0.612,0.167,6,1,2,"""5-0""",,,
0.743,0.25,5,0.344,0.455,3,2,0,"""3-3",,,
0.807,0.15,4,0.123,0.833,0,1,2,"""1-0""",,,
0.473,0.9,0,0.366,0.3,1,2,0,"""2-2""",,,
0.34,0.5,0,1.0,0.357,4,3,0,"""3-3""",,,
0.046,0.182,3,0.093,0.222,5,2,0,"""1-1""",,,
0.381,0.708,2,0.066,0.722,6,1,1,"""4-2""",,,
0.381,0.45,7,0.044,0.95,4,1,2,"""2-0""",,,
0.052,0.25,4,0.066,0.4,9,2,0,"""1-1""",,,
0.374,0.9,0,0.642,0.222,5,2,0,"""1-1""",,,
0.13,0.85,2,0.282,0.45,1,1,-2,"""0-0""",,,
0.184,0.9,4,0.043,0.056,7,2,0,"""1-1""",,,
0.266,0.65,2,0.295,0.6,0,1,2,"""0-0""",,,
0.068,0.417,0,1.0,0.042,9,3,-3,"""0-3""",,,
0.466,0.8,3,0.051,0.45,0,1,-1,"""0-1""",,,
0.173,0.429,4,0.203,0.1,9,3,2,"""0-1""",,,
0.06,0.75,7,0.315,0.5,6,1,0,"""1-1""",,,
0.045,0.15,2,0.084,0.95,6,1,7,"""4-2""",,,
0.381,0.9,7,0.462,0.3,7,1,1,"""3-2""",,,
0.155,0.2,5,0.343,0.111,3,2,0,"""1-1""",,,
0.578,0.417,4,0.882,0.4,9,1,1,"""2-2""",,,
0.197,0.45,3,0.391,0.25,0,1,2,"""2-0""",,,
0.156,0.95,1,1.0,0.5,9,1,2,"""2-0""",,,
0.962,0.222,0,0.849,0.8,4,2,1,"""1-1""",,,
0.381,0.95,2,0.042,0.333,3,1,2,"""2-0""",,,
0.499,0.111,9,0.059,0.667,1,1,5,"""5-0""",,,
0.789,0.5,3,0.093,0.409,1,2,0,"""0-0""",,,
0.1,0.4,5,0.566,0.5,3,1,2,"""3-1""",,,
0.235,0.944,4,0.043,0.75,1,2,0,"""4-3""",,,
0.983,0.111,9,0.059,0.667,7,1,5,"""5-0""",,,
0.237,0.95,6,0.225,0.95,3,3,-1,"""0-1""",,,
0.363,0.333,5,0.214,0.909,3,1,2,"""2-0""",,,
0.459,0.056,7,0.06,0.7,7,1,3,"""4-1""",,,
0.5,0.8,2,0.06,0.455,3,2,0,"""1-1""",,,
0.34,0.6,7,0.788,0.2,6,3,-2,"""0-2""",,,
0.237,0.45,4,0.084,0.7,6,1,3,"""3-1""",,,
0.731,0.15,1,0.462,0.9,1,1,2,"""7-0""",,,
0.459,0.056,7,0.123,1.0,1,1,3,"""3-0""",,,
0.381,0.8,2,0.882,0.6,3,1,0,"""7-0""",,,
0.109,0.417,0,1.0,0.313,6,3,-3,"""0-3""",,,
0.455,0.333,2,1.0,0.107,7,3,0,"""1-4""",,,
0.123,0.4,2,0.205,0.75,4,3,-2,"""0-2""",,,
0.065,0.75,2,0.205,0.889,5,2,0,"""2-2""",,,
0.237,0.25,4,0.084,0.95,0,1,7,"""7-0""",,,
0.292,0.182,2,0.466,0.125,3,2,0,"""2-2""",,,
0.444,0.65,2,1.0,0.1,9,3,-1,"""0-1""",,,
0.184,0.563,2,0.069,0.8,1,3,-4,"""0-0""",,,
0.159,0.25,4,0.051,0.071,1,1,1,"""1-0""",,,
0.092,0.4,0,0.431,0.1,6,3,-2,"""2-3""",,,
0.06,0.227,5,0.397,0.15,4,1,2,"""3-1""",,,
0.366,0.607,6,0.853,1.0,1,3,3,"""3-3""",,,
0.237,0.15,6,0.19,0.75,6,2,0,"""0-0""",,,
0.155,0.15,4,0.752,0.3,6,3,-1,"""3-2""",,,
0.102,0.607,7,0.097,0.667,7,1,-1,"""0-4""",,,
0.356,0.773,3,0.387,0.3,7,2,0,"""0-0""",,,
0.226,0.6,3,0.111,0.75,7,2,0,"""1-1""",,,
0.444,0.4,3,0.786,0.556,1,1,3,"""4-1""",,,
0.066,0.563,4,1.0,0.1,9,1,2,"""1-0""",,,
0.099,0.667,4,0.731,0.833,1,2,3,"""3-0""",,,
0.427,0.25,9,0.219,0.9,0,1,3,"""4-1""",,,
0.366,0.25,2,0.075,0.5,3,1,2,"""1-4""",,,
0.208,0.8,4,0.084,0.364,7,1,-1,"""0-1""",,,
0.739,0.8,2,0.126,0.5,6,2,0,"""0-0""",,,
0.555,0.444,3,0.051,0.154,4,1,2,"""2-0""",,,
0.098,0.15,7,0.097,0.667,4,3,-1,"""1-2""",,,
0.345,0.278,5,0.163,0.8,2,3,-2,"""0-2""",,,
0.055,0.393,2,0.211,0.444,9,1,1,"""2-1""",,,
0.226,0.444,6,0.225,1.0,1,1,1,"""7-0""",,,
1.0,0.125,6,0.044,0.464,6,1,1,"""1-0""",,,
0.362,0.9,7,0.391,0.444,4,1,1,"""2-1""",,,
0.502,0.4,0,1.0,0.15,9,3,1,"""1-1""",,,
1.0,0.833,5,0.175,0.65,3,1,4,"""5-1""",,,
0.518,0.95,7,0.488,0.4,4,1,1,"""1-0""",,,
0.08,0.214,7,0.133,0.15,7,2,0,"""0-0""",,,
0.237,0.6,7,0.097,0.85,7,1,1,"""3-2""",,,
0.098,0.35,0,0.072,0.65,6,3,-2,"""0-2""",,,
0.5,0.417,9,0.122,0.889,3,2,0,"""1-3""",,,
0.857,0.778,2,0.675,0.5,5,2,0,"""1-1""",,,
0.427,0.056,4,0.084,0.667,5,1,3,"""3-0""",,,
0.366,0.45,6,0.225,0.1,3,1,2,"""0-0""",,,
0.962,0.55,4,0.044,0.9,1,1,3,"""3-0""",,,
0.382,0.3,3,0.535,0.222,4,2,0,"""0-0""",,,
0.499,0.833,9,0.084,0.7,5,1,3,"""3-0""",,,
0.156,0.889,7,0.042,0.444,9,1,1,"""2-1""",,,
0.499,0.15,4,0.097,0.1,7,1,1,"""3-2""",,,
0.34,0.65,4,0.219,0.429,1,3,-2,"""0-2""",,,
0.211,0.95,4,0.213,0.8,7,2,-2,"""2-2""",,,
0.962,0.125,6,0.111,0.071,4,3,1,"""2-1""",,,
0.612,0.35,5,0.815,0.455,4,3,-2,"""1-3""",,,
0.052,0.667,6,0.703,1.0,6,2,0,"""0-0""",,,
0.083,0.4,2,1.0,0.1,9,2,0,"""1-1""",,,
0.13,0.393,2,0.211,0.1,9,1,1,"""3-2""",,,
0.301,0.3,2,0.114,0.292,0,2,0,"""1-1""",,,
0.133,0.389,6,0.223,0.4,6,1,1,"""0-1""",,,
0.465,0.625,0,0.343,0.722,6,2,0,"""2-2""",,,
0.348,0.889,7,0.661,0.45,1,3,-2,"""0-2""",,,
0.764,0.25,7,0.213,0.5,7,2,0,"""2-2""",,,
0.418,0.9,1,0.072,0.889,9,2,0,"""1-1""",,,
0.61,0.417,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.731,0.25,2,0.043,0.25,4,1,-2,"""2-0""",,,
0.44,0.111,9,0.059,0.667,7,3,5,"""1-2""",,,
0.49,0.222,3,0.203,0.417,7,1,1,"""2-1""",,,
0.381,0.9,3,0.093,0.5,4,2,0,"""0-0""",,,
0.109,0.15,7,0.882,0.5,6,2,0,"""2-2""",,,
0.444,0.85,7,0.155,0.429,0,1,3,"""3-0""",,,
0.073,0.75,7,0.563,0.444,4,1,1,"""2-1""",,,
0.416,0.55,4,0.108,0.0625,7,2,0,"""1-1""",,,
0.162,0.615,3,0.203,0.3,7,1,1,"""1-0""",,,
0.1,0.15,5,0.084,0.333,6,2,2,"""4-2""",,,
0.102,0.6,7,0.54,0.5,7,3,-1,"""1-2""",,,
0.185,0.65,1,0.875,0.1,2,3,-2,"""0-2""",,,
0.574,0.125,4,0.092,0.1,9,1,3,"""4-1""",,,
0.13,0.278,6,0.807,0.4,1,3,-1,"""3-3""",,,
0.099,0.3,4,0.272,0.3,5,2,0,"""1-1""",,,
0.073,1.0,3,0.15,0.5,4,2,0,"""1-1""",,,
0.5,0.25,4,0.235,0.85,7,1,1,"""1-0""",,,
0.55,0.15,1,0.563,0.8,7,3,-1,"""3-2""",,,
0.34,0.75,4,0.051,0.25,4,1,1,"""0-2""",,,
0.343,0.8,0,1.0,0.083,0,2,0,"""1-0""",,,
0.123,0.611,1,0.409,0.778,2,3,-2,"""0-2""",,,
