value_h,rank_h,pts_last3_h,value_a,rank_a,pts_last3_a,result,difference,score,1_home_win,2_draw,3_away_win
1.0,0.393,3,0.278,1.0,1,1,2,"""3-1""",,,
0.159,0.25,4,0.752,0.222,9,1,1,"""1-1""",,,
0.304,0.95,4,0.519,0.556,3,1,1,"""1-0""",,,
0.114,0.8,0,0.064,0.75,9,2,0,"""1-1""",,,
0.362,0.35,6,0.279,0.2,1,3,0,"""1-1""",,,
1.0,0.333,3,0.084,0.7,3,1,2,"""3-1""",,,
0.158,0.889,3,0.172,0.556,5,1,1,"""2-1""",,,
0.08,0.2,3,0.882,0.75,7,3,0,"""2-2""",,,
0.204,0.944,6,0.132,0.75,7,1,1,"""4-3""",,,
0.343,0.5,1,0.388,0.455,3,2,-2,"""0-0""",,,
0.882,0.438,6,0.033,0.4,1,1,3,"""3-0""",,,
0.249,0.222,6,0.563,1.0,6,1,1,"""1-0""",,,
0.17,0.15,1,0.093,0.7,1,2,0,"""1-1""",,,
0.983,0.056,9,0.549,0.667,7,1,5,"""4-0""",,,
0.067,0.625,2,1.0,0.111,9,3,-4,"""0-2""",,,
0.485,0.8,7,0.298,0.222,1,2,0,"""1-1""",,,
0.409,0.563,6,0.042,0.6,1,3,-1,"""0-1""",,,
0.58,0.8,3,0.229,0.1,9,3,-1,"""0-1""",,,
0.111,0.333,6,0.139,0.3,4,2,0,"""0-0""",,,
0.114,1.0,6,0.435,0.75,6,2,0,"""1-1""",,,
0.612,0.179,2,0.094,0.455,3,3,-2,"""0-2""",,,
0.042,0.417,0,1.0,0.0625,6,3,-3,"""0-3""",,,
0.301,0.556,7,0.431,0.6,3,1,-1,"""3-1""",,,
0.459,0.6,4,0.853,0.8,3,3,-2,"""1-3""",,,
0.06,1.0,3,0.072,1.0,3,1,2,"""2-0""",,,
0.052,0.688,3,0.132,0.75,1,2,0,"""3-0""",,,
0.26,0.65,4,0.795,0.25,9,3,-1,"""0-1""",,,
0.34,0.65,5,0.163,0.45,3,3,-2,"""0-2""",,,
0.278,0.6,4,0.219,0.6,5,1,3,"""3-0""",,,
0.418,0.8,6,0.853,0.6,1,2,0,"""0-0""",,,
0.61,0.125,9,0.609,0.75,6,3,-3,"""0-3""",,,
0.5,0.444,1,0.206,0.75,4,2,0,"""0-0""",,,
0.412,0.85,3,0.202,0.889,9,2,0,"""0-0""",,,
0.508,0.25,7,0.097,0.95,7,1,-1,"""0-1""",,,
0.237,0.15,4,0.084,0.95,0,1,2,"""4-2""",,,
0.596,0.222,4,0.203,0.15,2,1,1,"""2-1""",,,
0.459,0.389,6,0.573,0.2,6,3,-1,"""2-6""",,,
0.229,0.688,4,0.387,0.3,1,2,0,"""1-1""",,,
0.61,0.125,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.402,0.136,0,0.175,0.75,6,3,-1,"""0-1""",,,
0.185,0.65,2,0.661,0.25,9,3,-2,"""0-2""",,,
0.341,0.5,5,0.661,0.8,4,3,-2,"""1-3""",,,
0.336,0.55,0,0.475,0.083,9,2,0,"""1-1""",,,
0.416,0.75,9,0.207,0.5,1,3,-1,"""2-3""",,,
0.223,0.889,6,0.22,0.75,5,1,-1,"""1-4""",,,
0.292,0.6,6,0.962,0.7,5,1,3,"""4-1""",,,
0.857,0.111,9,0.06,0.6,7,1,5,"""6-1""",,,
0.356,0.625,3,0.398,0.167,3,2,0,"""1-1""",,,
0.055,0.05,1,0.042,0.5,9,1,1,"""2-1""",,,
0.173,0.2,4,0.877,0.3,9,1,1,"""1-0""",,,
0.084,0.4,1,0.505,0.1,4,1,1,"""1-0""",,,
0.173,0.8,6,0.462,0.5,5,2,3,"""3-0""",,,
0.882,0.278,6,0.563,0.65,6,3,0,"""2-1""",,,
0.764,0.5,4,0.159,0.1,9,2,0,"""1-1""",,,
0.203,0.85,4,0.921,0.3,3,2,0,"""1-1""",,,
0.44,0.462,3,0.431,0.357,6,3,-1,"""0-1""",,,
0.318,0.15,6,0.219,0.292,6,3,-1,"""1-2""",,,
0.265,0.8,0,1.0,0.75,9,2,0,"""1-0""",,,
0.5,0.25,5,0.108,0.15,3,2,0,"""1-1""",,,
0.073,0.333,0,0.535,0.2,6,1,0,"""4-3""",,,
0.204,0.7,4,0.069,0.107,9,2,0,"""1-1""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.678,0.5,6,0.207,0.364,1,1,1,"""2-1""",,,
0.427,0.65,4,0.612,0.6,1,3,4,"""1-4""",,,
0.509,0.65,2,0.208,0.1,3,3,-1,"""2-0""",,,
0.502,0.571,7,0.815,0.5,3,1,2,"""4-2""",,,
0.626,0.45,3,0.853,0.85,3,3,-1,"""0-1""",,,
1.0,0.278,9,0.132,0.55,3,1,3,"""5-1""",,,
0.5,0.8,7,0.519,0.5,2,1,1,"""2-1""",,,
0.341,0.6,5,0.549,0.25,2,3,-2,"""0-2""",,,
0.807,0.5,2,0.68,0.556,2,2,0,"""1-4""",,,
0.084,0.313,4,0.546,0.556,6,1,1,"""2-1""",,,
0.066,0.278,6,0.715,0.438,0,1,3,"""0-1""",,,
0.551,0.889,6,0.219,0.188,1,1,1,"""2-1""",,,
0.184,0.625,2,0.786,0.1,6,3,-3,"""1-4""",,,
0.17,0.8,0,0.133,0.15,1,2,0,"""1-1""",,,
0.5,0.25,4,0.28,0.7,9,2,0,"""1-1""",,,
0.237,0.15,4,0.084,0.95,0,1,2,"""4-2""",,,
1.0,0.8,9,0.882,0.7,3,2,0,"""0-0""",,,
0.158,0.615,3,0.563,0.071,6,1,1,"""1-0""",,,
0.191,0.5,7,0.179,0.083,4,3,-1,"""0-1""",,,
0.356,0.667,6,0.563,0.4,1,1,0,"""3-2""",,,
0.13,0.889,7,0.08,0.45,7,3,-1,"""1-2""",,,
0.509,0.15,9,0.211,0.9,1,3,-1,"""2-3""",,,
0.381,0.25,4,0.218,0.7,4,2,0,"""1-1""",,,
0.046,0.4,4,0.223,0.3,1,1,1,"""1-0""",,,
0.366,0.15,4,0.093,0.95,0,1,2,"""2-0""",,,
0.304,0.9,3,1.0,0.5,9,1,1,"""1-0""",,,
0.678,0.15,7,0.431,0.55,4,1,7,"""2-0""",,,
0.185,0.65,2,0.661,0.389,9,3,-2,"""0-2""",,,
0.612,0.35,5,0.788,0.455,3,3,-2,"""1-3""",,,
0.292,0.75,4,0.229,0.292,2,3,-1,"""4-1""",,,
0.086,0.611,4,0.269,0.05,9,2,0,"""1-1""",,,
0.262,0.15,6,0.235,0.875,7,3,-2,"""7-0""",,,
0.226,0.6,2,0.402,0.5,9,1,1,"""1-0""",,,
0.466,0.375,1,0.487,0.45,3,3,-2,"""0-2""",,,
0.518,0.7,6,0.279,0.6,7,1,1,"""2-1""",,,
0.068,1.0,0,1.0,0.0625,6,3,-4,"""1-4""",,,
0.06,0.563,2,0.385,0.7,3,1,2,"""2-0""",,,
0.067,0.8,2,1.0,0.292,9,3,-1,"""1-4""",,,
0.412,0.85,2,0.633,0.889,7,2,0,"""1-1""",,,
0.962,0.35,5,0.072,0.5,4,1,-2,"""3-0""",,,
0.243,0.65,3,0.033,1.0,1,1,1,"""7-0""",,,
0.223,1.0,2,0.642,0.438,1,2,0,"""0-0""",,,
0.466,0.85,3,0.344,0.0625,9,3,-1,"""0-1""",,,
1.0,0.15,6,0.044,1.0,1,1,3,"""3-0""",,,
0.487,0.05,3,0.122,0.6,7,2,0,"""1-1""",,,
0.431,0.25,4,0.921,0.45,3,2,0,"""1-1""",,,
0.612,0.35,5,0.788,0.2,3,3,-2,"""1-3""",,,
0.431,0.889,6,0.108,0.15,2,1,0,"""1-0""",,,
0.133,0.667,3,0.505,0.05,2,1,2,"""2-1""",,,
0.226,0.85,7,0.633,0.45,4,2,-2,"""0-0""",,,
0.381,0.5,0,0.398,0.286,1,2,0,"""1-1""",,,
0.197,0.05,7,0.225,0.083,1,1,0,"""1-2""",,,
0.229,0.25,9,0.418,0.6,7,3,-1,"""0-1""",,,
0.961,0.05,9,0.08,0.35,7,3,-1,"""1-2""",,,
0.184,0.417,2,1.0,0.1,6,3,-3,"""0-3""",,,
0.444,0.95,2,0.252,0.25,2,3,-2,"""0-2""",,,
0.508,0.25,3,0.158,0.357,7,3,-1,"""0-1""",,,
0.459,0.056,4,0.084,0.95,0,1,-1,"""0-1""",,,
0.499,0.65,6,0.044,1.0,1,1,3,"""3-0""",,,
0.109,0.65,2,0.661,0.167,9,3,-2,"""0-2""",,,
0.235,0.833,2,0.125,0.222,9,3,-4,"""2-2""",,,
0.382,0.2,7,0.766,0.75,4,2,0,"""1-1""",,,
0.266,1.0,3,1.0,0.1,9,3,-1,"""0-1""",,,
0.882,0.65,3,0.123,0.3,3,1,7,"""3-0""",,,
0.199,0.85,1,0.076,0.75,3,2,0,"""1-1""",,,
0.203,1.0,7,0.989,0.6,1,2,0,"""1-1""",,,
0.5,0.75,3,0.064,0.1,9,2,0,"""1-0""",,,
0.035,0.85,6,0.487,0.45,4,3,-2,"""1-3""",,,
0.61,0.125,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.237,0.05,9,0.076,0.444,7,1,1,"""2-1""",,,
0.13,0.85,9,0.151,0.778,4,3,-2,"""1-3""",,,
0.109,0.85,4,0.163,0.5,3,3,-2,"""0-2""",,,
0.173,0.05,7,0.563,0.75,7,1,1,"""0-1""",,,
0.204,0.611,4,0.044,0.111,4,1,1,"""3-2""",,,
0.478,0.45,7,0.225,0.909,3,1,2,"""3-1""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.359,0.583,9,0.642,0.125,7,3,-2,"""0-2""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.265,0.8,2,0.391,0.444,2,1,1,"""1-0""",,,
0.32,0.773,1,0.435,0.222,1,2,-2,"""0-0""",,,
0.412,0.667,7,0.573,0.45,9,3,-1,"""0-1""",,,
0.243,0.15,3,0.815,0.4,3,1,2,"""4-2""",,,
0.073,0.667,1,0.462,0.45,4,1,1,"""2-0""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.678,0.25,6,0.051,0.65,2,1,0,"""3-2""",,,
0.49,0.25,7,0.633,0.3,7,1,0,"""1-1""",,,
0.961,0.556,9,0.075,0.667,7,1,1,"""2-6""",,,
0.237,0.3,4,0.084,0.95,0,1,2,"""4-2""",,,
0.882,0.55,3,0.849,0.083,7,2,0,"""1-1""",,,
0.067,0.833,0,1.0,0.0625,9,3,-4,"""1-4""",,,
0.983,0.05,9,0.1,0.667,7,1,5,"""6-1""",,,
0.158,0.45,3,0.962,0.5,6,1,1,"""2-1""",,,
0.643,0.333,3,0.282,0.563,1,3,-1,"""1-2""",,,
0.272,0.95,0,1.0,0.75,9,1,1,"""1-0""",,,
0.032,0.75,4,0.042,0.286,9,2,-2,"""1-1""",,,
0.66,0.667,0,0.225,0.444,9,1,1,"""1-0""",,,
0.462,0.6,3,0.125,0.0625,0,1,2,"""2-0""",,,
0.527,0.85,4,0.766,0.333,6,2,0,"""1-1""",,,
0.772,0.438,3,0.326,0.1,9,3,-1,"""0-1""",,,
0.226,1.0,1,0.084,0.5,2,1,1,"""1-1""",,,
0.731,0.944,9,0.155,0.364,3,3,-1,"""3-3",,,
0.084,0.4,6,0.269,0.4,3,3,3,"""0-1""",,,
0.34,0.056,4,0.398,0.429,3,1,3,"""4-1""",,,
0.356,0.136,0,0.271,0.464,9,1,1,"""1-0""",,,
0.508,0.4,3,0.54,0.1,7,3,-1,"""0-1""",,,
0.218,0.65,4,0.295,0.875,1,1,3,"""3-0""",,,
0.199,0.8,7,1.0,0.3,9,2,0,"""1-1""",,,
0.158,1.0,4,0.205,0.167,1,2,0,"""1-1""",,,
0.292,0.2,3,0.159,0.2,5,2,0,"""0-0""",,,
0.44,0.462,4,0.07,0.95,1,3,-1,"""0-1""",,,
0.485,0.3,3,0.68,0.222,9,2,0,"""1-1""",,,
0.518,0.15,7,0.1,0.6,3,1,3,"""3-0""",,,
0.412,1.0,4,0.266,0.3,9,2,0,"""1-1""",,,
0.045,0.182,7,0.336,1.0,1,1,3,"""3-0""",,,
0.543,0.25,1,0.562,0.455,3,2,-2,"""0-2""",,,
0.184,0.125,2,1.0,0.75,6,3,-3,"""0-3""",,,
0.092,0.35,1,0.474,0.2,3,2,-2,"""1-1""",,,
0.382,0.333,0,0.281,0.8,1,2,0,"""1-1""",,,
0.184,0.125,9,1.0,0.313,6,3,-3,"""0-3""",,,
0.084,0.444,6,0.123,0.154,7,1,1,"""2-1""",,,
0.162,0.35,5,0.703,0.15,2,1,1,"""1-0""",,,
0.466,0.15,0,1.0,0.1,9,3,-1,"""0-1""",,,
0.173,0.667,6,0.043,0.35,3,2,0,"""1-1""",,,
0.272,1.0,1,0.519,0.5,3,1,1,"""1-0""",,,
0.318,0.167,0,0.108,0.556,2,1,3,"""3-0""",,,
0.635,0.5,5,0.252,0.455,2,3,-2,"""0-2""",,,
0.156,0.227,4,0.391,0.636,9,1,2,"""2-0""",,,
0.509,0.8,3,0.159,0.042,1,2,0,"""1-1""",,,
0.409,0.313,4,0.158,0.6,9,3,-1,"""0-1""",,,
0.382,0.722,9,0.387,0.1,1,1,2,"""3-3",,,
0.102,0.556,9,0.236,0.389,7,3,-1,"""1-2""",,,
0.067,0.625,2,1.0,0.5,6,3,-1,"""0-1""",,,
0.527,0.1,2,0.266,0.429,3,1,1,"""4-1""",,,
0.478,0.893,2,0.051,0.222,1,2,0,"""1-1""",,,
0.612,0.45,4,0.132,0.1,9,3,2,"""2-0""",,,
0.032,0.136,4,0.223,0.15,5,2,0,"""1-1""",,,
1.0,0.4,7,0.1,0.5,7,2,0,"""1-1""",,,
0.06,0.6,3,0.203,0.5,2,1,1,"""2-1""",,,
0.098,0.95,1,0.882,0.45,4,2,0,"""1-1""",,,
0.412,0.25,7,0.788,0.722,3,2,0,"""2-2""",,,
0.502,0.15,6,0.815,0.679,3,2,0,"""0-0""",,,
0.036,0.909,3,0.962,0.4,4,2,0,"""1-1""",,,
0.597,1.0,6,0.266,0.65,5,3,-3,"""4-1""",,,
0.381,0.25,1,0.093,0.3,7,2,0,"""3-2""",,,
0.356,0.5,4,0.921,0.6,4,2,0,"""1-1""",,,
0.478,0.15,4,0.505,0.909,1,1,2,"""3-1""",,,
0.111,1.0,0,0.462,0.111,3,2,0,"""1-1""",,,
0.138,0.6,9,0.389,0.667,3,1,5,"""4-0""",,,
1.0,0.85,4,0.206,0.5,9,1,1,"""3-2""",,,
0.54,0.05,9,0.059,0.667,7,3,-1,"""1-2""",,,
0.678,0.05,9,0.1,0.667,7,1,5,"""6-1""",,,
0.499,1.0,4,0.398,1.0,1,1,3,"""3-0""",,,
0.158,0.25,4,0.072,0.1,9,1,1,"""1-1""",,,
0.54,0.167,7,0.519,0.292,7,3,1,"""0-1""",,,
0.366,0.4,7,0.786,0.667,3,3,-2,"""0-1""",,,
1.0,0.6,4,0.219,0.5,3,1,2,"""1-0""",,,
0.054,0.591,2,0.214,0.5,0,1,2,"""2-0""",,,
0.661,0.375,6,0.282,0.65,9,1,-4,"""3-3""",,,
0.102,0.85,4,0.275,0.1,7,3,-2,"""0-2""",,,
0.223,0.071,4,0.68,0.6,3,2,0,"""0-0""",,,
0.111,0.35,2,0.219,0.25,3,1,2,"""2-0""",,,
0.54,0.045,3,0.431,0.75,6,3,-1,"""0-1""",,,
0.555,0.15,6,0.962,0.5,6,1,1,"""1-1""",,,
0.038,0.615,3,0.348,0.444,9,1,1,"""1-0""",,,
0.789,0.071,4,0.043,0.7,9,2,0,"""1-1""",,,
0.772,0.045,7,0.158,0.8,6,3,-1,"""0-1""",,,
0.098,1.0,4,0.043,0.222,1,2,0,"""2-2""",,,
0.366,0.833,2,0.214,0.111,9,1,2,"""2-0""",,,
0.612,0.611,4,0.546,0.25,9,1,1,"""1-0""",,,
0.073,0.077,2,0.043,0.6,2,2,0,"""1-1""",,,
0.184,0.417,6,0.786,0.313,6,3,-3,"""0-3""",,,
0.243,0.35,2,0.505,0.5,9,1,2,"""3-1""",,,
0.462,0.45,3,0.282,0.65,4,1,2,"""2-0""",,,
0.068,0.625,0,1.0,0.111,9,3,-4,"""0-1""",,,
0.067,0.833,0,1.0,0.111,9,3,-4,"""1-4""",,,
0.06,0.591,2,0.254,0.909,3,1,2,"""2-0""",,,
0.226,0.8,1,0.203,0.15,2,1,1,"""2-1""",,,
1.0,0.889,4,0.286,0.667,7,1,1,"""2-1""",,,
0.301,0.313,0,0.214,0.944,9,1,2,"""2-0""",,,
0.455,0.556,3,0.269,0.438,1,3,-1,"""0-1""",,,
0.109,0.65,2,0.661,0.0625,9,3,-2,"""0-2""",,,
0.336,0.722,6,0.431,0.357,1,3,0,"""1-1""",,,
0.08,1.0,2,0.093,0.286,9,2,0,"""0-0""",,,
0.133,0.591,2,0.214,0.909,9,1,2,"""2-0""",,,
0.12,0.65,2,0.661,0.25,9,3,-2,"""0-2""",,,
0.054,0.65,2,0.211,0.125,9,1,2,"""3-1""",,,
0.042,0.75,3,1.0,0.5,3,3,0,"""0-2""",,,
0.418,0.75,4,0.064,0.889,1,2,0,"""1-1""",,,
0.381,0.278,9,0.675,0.556,1,2,0,"""1-1""",,,
0.612,0.5,5,0.788,0.2,3,3,-2,"""1-3""",,,
0.067,0.833,0,1.0,0.0625,9,3,-4,"""0-4""",,,
0.882,0.571,9,0.126,0.688,5,1,3,"""3-0""",,,
0.678,0.278,4,0.126,1.0,5,1,3,"""3-0""",,,
0.226,0.375,1,0.921,0.8,1,3,-4,"""2-3""",,,
1.0,0.389,5,0.77,0.889,6,2,0,"""2-2""",,,
0.218,0.077,3,0.268,0.6,9,1,0,"""2-1""",,,
1.0,0.438,6,0.295,0.688,1,1,3,"""3-0""",,,
0.084,0.75,0,0.114,0.444,6,1,1,"""2-1""",,,
0.643,0.5,3,0.68,0.6,1,2,0,"""1-1""",,,
0.266,0.85,1,0.921,0.8,9,3,-2,"""0-2""",,,
0.208,0.778,4,0.409,0.889,4,2,0,"""1-1""",,,
0.502,0.15,6,0.366,0.6,3,2,0,"""0-0""",,,
0.092,0.65,2,0.033,0.25,3,3,2,"""2-0""",,,
0.54,0.75,7,0.15,0.071,7,1,1,"""1-0""",,,
0.409,0.3,4,0.398,0.286,3,2,0,"""1-1""",,,
1.0,0.167,1,0.284,0.722,1,2,0,"""1-1""",,,
1.0,0.045,3,0.853,1.0,1,1,3,"""4-2""",,,
0.123,0.35,2,0.498,0.25,9,3,-2,"""0-2""",,,
0.292,0.393,0,0.093,0.75,1,1,1,"""2-1""",,,
0.342,0.9,2,0.132,0.1,9,1,1,"""1-0""",,,
0.346,0.45,3,0.249,0.722,6,3,-1,"""0-1""",,,
0.343,0.9,7,0.343,0.1,1,2,0,"""2-2""",,,
0.518,0.65,3,0.519,0.222,9,1,1,"""2-0""",,,
0.114,0.5,4,0.661,0.1,3,3,-2,"""0-2""",,,
0.155,0.75,6,0.279,0.05,7,3,-1,"""1-2""",,,
0.527,0.05,4,0.877,0.75,7,1,1,"""3-2""",,,
0.678,0.611,4,0.409,0.7,4,2,0,"""0-0""",,,
0.551,0.607,4,0.522,0.778,7,3,-2,"""1-2""",,,
0.416,0.75,7,0.123,0.889,7,2,0,"""2-2""",,,
0.961,0.05,9,0.059,0.667,7,1,5,"""6-1""",,,
0.133,0.444,6,0.326,0.4,6,1,1,"""3-1""",,,
0.301,0.313,3,0.175,0.7,3,1,2,"""2-0""",,,
0.06,0.55,3,0.205,0.65,6,1,2,"""2-0""",,,
0.341,0.55,4,0.236,0.1,7,1,1,"""1-0""",,,
0.278,0.55,4,0.77,0.05,7,2,0,"""1-1""",,,
0.243,0.15,9,0.398,0.6,3,3,-2,"""0-2""",,,
0.362,0.063,4,1.0,0.6,9,1,5,"""1-1""",,,
0.343,0.313,1,0.043,0.75,6,2,1,"""1-1""",,,
0.431,0.7,4,0.097,0.333,9,1,1,"""1-0""",,,
0.226,0.85,4,0.343,0.1,9,3,-2,"""0-2""",,,
0.109,0.8,2,0.229,0.083,9,3,-4,"""1-2""",,,
0.366,0.65,2,0.54,0.231,3,3,-2,"""0-2""",,,
0.341,0.583,1,0.252,0.708,2,3,-2,"""0-2""",,,
1.0,0.15,7,0.151,0.4,0,1,2,"""4-2""",,,
0.226,0.65,4,0.348,0.95,7,1,3,"""2-0""",,,
0.211,0.778,6,0.752,0.286,4,2,0,"""1-1""",,,
0.374,0.077,6,0.205,0.3,7,2,0,"""0-0""",,,
0.065,0.773,3,0.566,0.05,6,2,0,"""0-0""",,,
0.203,0.167,3,0.284,0.833,1,2,0,"""1-1""",,,
0.042,0.65,4,0.496,0.389,9,3,-3,"""1-2""",,,
0.073,0.75,1,0.391,0.083,7,2,0,"""1-1""",,,
0.204,0.045,3,0.54,1.0,1,3,-1,"""0-1""",,,
0.068,0.625,0,1.0,0.111,9,3,-2,"""1-4""",,,
0.578,0.15,6,0.133,0.1,1,1,-1,"""1-0""",,,
0.678,0.95,4,0.391,0.556,7,1,1,"""3-2""",,,
0.067,0.611,1,0.462,0.75,6,1,0,"""1-2""",,,
0.272,1.0,1,0.326,0.75,6,3,-1,"""0-1""",,,
0.465,0.85,6,0.807,0.15,4,1,1,"""7-0""",,,
0.609,0.65,4,0.126,0.688,5,1,3,"""3-0""",,,
0.772,0.85,4,0.131,0.4,3,3,-1,"""1-1""",,,
0.342,0.15,6,0.385,0.4,6,1,3,"""2-3""",,,
0.356,0.3,3,0.139,0.889,3,2,0,"""1-1""",,,
0.5,0.708,4,0.343,0.056,4,2,0,"""1-1""",,,
0.61,0.125,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.08,0.188,4,0.281,0.222,6,2,0,"""1-1""",,,
0.342,0.55,6,0.205,0.083,7,2,0,"""1-1""",,,
0.49,0.7,5,0.431,0.4,1,1,1,"""1-0""",,,
0.427,0.438,4,0.126,0.429,5,1,3,"""4-1""",,,
0.382,0.85,4,0.68,0.464,4,2,0,"""0-0""",,,
0.042,0.625,0,1.0,0.222,6,3,-3,"""0-3""",,,
0.678,0.85,6,0.132,0.3,7,3,1,"""4-1""",,,
0.06,1.0,4,0.349,0.65,0,3,2,"""1-1""",,,
0.235,0.45,9,0.059,0.5,1,1,-1,"""2-6""",,,
0.363,0.45,5,0.104,0.95,0,1,2,"""2-0""",,,
0.273,0.95,2,0.409,0.45,4,3,-2,"""0-2""",,,
0.1,0.278,3,0.075,0.55,3,1,1,"""2-0""",,,
0.229,0.556,4,0.158,0.95,9,3,-1,"""0-1""",,,
0.343,0.571,1,0.223,0.15,7,2,0,"""0-0""",,,
0.807,1.0,7,0.795,0.1,3,3,-1,"""0-1""",,,
0.772,0.4,3,0.229,0.438,7,3,-1,"""0-1""",,,
0.518,0.222,3,0.203,0.444,4,1,1,"""2-1""",,,
0.042,0.5,6,1.0,0.4,1,3,-1,"""0-1""",,,
0.052,0.625,3,0.223,0.6,1,2,0,"""1-0""",,,
0.455,0.45,3,0.908,0.1,1,3,-1,"""0-1""",,,
0.54,0.045,3,0.158,0.357,7,3,-1,"""4-3""",,,
0.321,0.625,3,0.54,0.231,6,3,0,"""2-3""",,,
0.13,0.6,2,0.487,0.455,4,3,-2,"""1-3""",,,
0.366,0.45,3,0.104,0.25,0,1,2,"""2-0""",,,
0.54,0.222,6,0.235,0.95,6,1,1,"""3-2""",,,
0.731,0.85,7,0.269,0.8,4,1,1,"""2-0""",,,
0.555,0.179,6,0.206,1.0,1,1,1,"""2-1""",,,
0.13,0.75,4,0.15,0.1,2,3,0,"""1-1""",,,
0.073,0.444,4,0.54,0.1,1,3,1,"""0-1""",,,
0.5,1.0,6,0.211,0.042,1,2,0,"""0-0""",,,
0.114,0.35,5,0.397,0.25,3,3,-2,"""0-2""",,,
0.158,0.7,0,0.093,0.563,9,1,1,"""1-0""",,,
1.0,0.75,4,0.546,0.5,3,1,1,"""3-2""",,,
0.117,0.3,1,0.388,0.1,6,2,1,"""1-0""",,,
0.1,1.0,6,0.731,0.889,1,2,0,"""1-1""",,,
0.156,0.625,3,0.391,0.313,2,1,1,"""1-0""",,,
0.265,0.889,3,0.402,0.8,9,1,1,"""1-0""",,,
0.661,0.063,6,0.462,0.3,7,1,1,"""2-1""",,,
0.133,0.6,4,0.084,0.95,3,1,2,"""3-0""",,,
0.073,1.0,0,1.0,0.75,9,2,0,"""1-1""",,,
0.185,0.85,3,0.275,0.708,7,3,-2,"""0-2""",,,
0.867,0.75,0,1.0,0.05,9,1,1,"""1-0""",,,
1.0,0.45,4,0.565,0.6,3,3,-1,"""7-0""",,,
0.342,0.667,3,0.093,0.222,6,2,0,"""0-0""",,,
0.159,0.625,4,0.501,0.3,6,1,1,"""1-0""",,,
0.098,1.0,6,0.54,0.6,1,2,0,"""0-0""",,,
0.032,0.9,2,0.043,0.778,4,2,0,"""0-0""",,,
0.083,0.9,1,0.175,0.278,9,2,0,"""0-0""",,,
0.226,0.9,4,0.213,0.8,9,1,-2,"""0-2""",,,
0.086,0.563,3,0.223,0.4,0,3,2,"""2-0""",,,
0.743,0.5,1,0.11,0.429,6,1,-2,"""1-1""",,,
0.427,0.571,4,0.044,0.875,1,1,3,"""3-0""",,,
0.466,0.15,3,0.349,0.875,6,1,3,"""7-0""",,,
0.142,0.45,7,0.489,0.7,3,3,3,"""4-1""",,,
0.155,0.15,6,0.281,0.222,1,2,0,"""0-0""",,,
0.612,0.15,5,0.462,0.55,3,3,-2,"""1-3""",,,
0.348,0.15,4,0.558,0.167,9,3,-2,"""0-2""",,,
0.185,0.65,2,0.661,0.25,9,3,-2,"""0-2""",,,
0.502,0.3,4,0.474,1.0,3,1,0,"""1-1""",,,
0.444,0.75,4,1.0,0.85,9,3,-1,"""0-1""",,,
0.574,0.591,4,0.489,0.1,0,1,1,"""2-0""",,,
0.342,0.25,6,0.203,0.444,7,1,1,"""2-1""",,,
0.5,0.591,4,0.487,0.125,3,3,-2,"""0-2""",,,
0.49,0.591,4,0.882,0.188,9,1,1,"""2-1""",,,
0.292,0.5,2,0.122,0.188,3,2,0,"""1-1""",,,
0.882,0.6,4,0.048,0.833,5,1,3,"""3-0""",,,
0.465,0.85,6,0.389,1.0,1,2,3,"""1-1""",,,
0.487,0.077,7,0.397,0.071,3,3,1,"""3-2""",,,
0.341,0.35,2,0.815,0.333,6,1,2,"""2-0""",,,
0.465,0.55,3,0.043,1.0,1,2,0,"""1-1""",,,
0.764,0.2,2,0.475,0.5,9,1,1,"""1-1""",,,
0.272,0.85,5,0.269,0.1,9,3,1,"""7-0""",,,
0.155,0.625,5,0.348,0.563,9,3,-4,"""2-1""",,,
0.584,0.278,4,0.125,0.95,0,1,2,"""2-0""",,,
0.348,0.944,3,0.853,0.231,1,3,-1,"""0-1""",,,
0.272,1.0,6,0.125,0.45,6,3,-1,"""0-1""",,,
0.054,0.9,4,0.788,0.591,7,1,2,"""2-0""",,,
0.363,0.45,2,0.385,1.0,3,3,2,"""2-0""",,,
0.416,0.5,6,0.882,0.357,9,3,-2,"""2-3""",,,
0.272,0.15,6,0.488,0.4,6,1,2,"""2-1""",,,
0.237,0.55,6,0.059,0.6,7,1,1,"""1-0""",,,
0.356,0.1,6,0.218,0.35,3,2,0,"""1-1""",,,
0.807,0.389,1,0.498,0.286,4,2,0,"""2-3""",,,
0.237,0.15,4,0.084,0.95,0,1,2,"""4-2""",,,
0.052,1.0,3,0.202,0.8,1,2,0,"""1-1""",,,
0.265,0.75,3,0.402,0.1,2,1,1,"""1-0""",,,
0.5,0.3,3,0.766,0.05,3,1,1,"""1-1""",,,
0.067,0.833,2,0.298,0.0625,9,3,-4,"""0-4""",,,
0.162,0.4,2,0.875,1.0,9,1,-1,"""0-1""",,,
0.402,0.8,7,0.962,0.889,1,2,0,"""1-1""",,,
