value_h,rank_h,pts_last3_h,value_a,rank_a,pts_last3_a,result,difference,score,1_home_win,2_draw,3_away_win
0.382,0.778,1,0.815,0.35,4,2,0,"""0-0""",,,
0.462,0.1,2,0.505,0.95,6,1,2,"""3-1""",,,
0.61,0.125,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.321,0.571,5,0.385,0.65,3,1,2,"""3-1""",,,
0.318,0.333,4,0.097,0.5,5,1,1,"""1-0""",,,
0.525,0.278,9,0.132,0.55,3,1,4,"""5-1""",,,
0.402,0.214,3,0.122,0.5,7,1,1,"""0-2""",,,
0.114,0.667,3,0.28,0.6,1,2,0,"""0-0""",,,
0.462,0.45,2,0.165,0.944,3,1,2,"""2-0""",,,
0.12,0.688,3,0.094,0.85,0,3,-1,"""0-1""",,,
0.325,0.5,6,0.366,0.55,4,2,0,"""0-0""",,,
0.068,0.625,0,1.0,0.0625,9,3,-3,"""1-4""",,,
0.743,0.45,6,0.336,0.438,4,3,-2,"""1-2""",,,
0.068,0.625,0,1.0,0.0625,9,3,-3,"""1-4""",,,
0.066,0.667,0,0.474,0.75,4,3,-1,"""0-1""",,,
0.098,0.8,3,0.573,0.5,4,3,-1,"""0-1""",,,
0.321,0.8,6,0.279,0.107,4,2,0,"""0-0""",,,
0.1,0.95,5,0.68,0.6,4,2,0,"""1-3""",,,
0.501,0.571,9,0.875,0.35,3,3,-2,"""4-1""",,,
0.502,0.2,1,0.535,0.45,4,2,0,"""2-2""",,,
0.237,0.15,4,0.882,0.167,6,3,-3,"""0-3""",,,
0.743,0.375,2,0.875,0.25,9,3,-2,"""0-2""",,,
0.555,0.25,4,0.541,0.5,7,1,1,"""4-3""",,,
0.052,0.278,7,0.462,0.75,3,1,3,"""5-1""",,,
0.065,1.0,2,0.752,0.75,9,2,0,"""1-1""",,,
0.273,0.889,4,0.336,0.1,7,3,-1,"""0-1""",,,
0.226,0.65,2,1.0,0.1,9,3,-2,"""0-2""",,,
0.739,0.667,5,0.108,0.8,4,2,0,"""0-0""",,,
0.478,0.4,6,0.489,1.0,4,1,1,"""1-0""",,,
0.278,0.444,6,0.235,0.722,4,1,1,"""0-0""",,,
0.499,0.667,3,0.566,0.7,5,1,1,"""1-0""",,,
0.068,0.625,0,1.0,0.0625,9,3,-3,"""1-4""",,,
0.343,0.5,1,0.97,0.2,4,3,0,"""5-0""",,,
0.501,0.563,3,0.462,0.591,4,1,1,"""1-0""",,,
0.211,0.75,4,0.398,0.15,6,2,0,"""1-1""",,,
0.092,0.556,1,0.219,0.6,4,3,-1,"""0-1""",,,
0.501,0.3,2,0.225,0.25,3,1,2,"""3-1""",,,
1.0,0.1,9,0.044,0.55,3,1,4,"""5-1""",,,
0.155,0.188,2,0.108,0.75,6,1,2,"""2-2""",,,
1.0,0.3,0,0.535,0.75,4,2,0,"""0-0""",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""5-0""",,,
0.068,0.625,0,1.0,0.0625,9,3,-3,"""1-4""",,,
0.983,0.05,9,0.1,0.45,7,1,5,"""6-1""",,,
0.739,0.167,4,0.218,0.688,3,1,1,"""4-1""",,,
0.466,0.5,6,0.218,0.679,3,2,0,"""3-3",,,
0.473,0.65,2,1.0,0.1,9,3,-4,"""0-4""",,,
0.265,0.25,3,0.172,0.5,7,1,1,"""1-0""",,,
0.184,0.15,6,0.336,0.313,6,3,-1,"""1-2""",,,
1.0,0.773,2,0.093,0.4,4,2,0,"""0-0""",,,
0.073,0.278,2,0.278,0.7,5,1,3,"""3-0""",,,
0.138,0.333,7,0.489,0.455,4,1,1,"""2-0""",,,
0.502,0.85,0,0.22,0.4,4,2,0,"""0-0""",,,
0.068,0.85,6,0.122,1.0,3,3,-3,"""0-2""",,,
0.343,0.179,5,0.788,0.15,3,1,2,"""3-1""",,,
0.61,0.125,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.045,0.556,0,0.882,0.5,4,3,-1,"""1-2""",,,
0.321,0.125,4,0.126,0.875,1,1,3,"""3-0""",,,
0.555,0.45,2,0.12,0.438,3,1,2,"""2-0""",,,
0.211,1.0,2,0.072,0.45,4,2,0,"""1-1""",,,
0.321,0.6,4,0.044,1.0,3,1,3,"""3-0""",,,
0.58,0.8,3,0.069,1.0,0,3,-1,"""0-1""",,,
0.961,0.05,9,0.06,0.667,7,1,5,"""3-0""",,,
0.237,0.15,6,0.084,0.95,6,1,7,"""7-0""",,,
0.466,1.0,6,0.132,0.5,3,2,0,"""2-3""",,,
0.321,0.55,6,0.084,0.9,5,1,3,"""3-0""",,,
0.578,0.25,7,0.252,0.1,3,1,1,"""2-0""",,,
0.345,0.45,4,0.108,0.15,6,1,1,"""1-0""",,,
0.237,0.15,6,0.807,0.05,6,1,1,"""4-2""",,,
0.321,0.1,4,0.042,0.111,4,1,1,"""1-0""",,,
0.661,0.75,3,0.488,0.3,7,1,1,"""3-2""",,,
0.739,0.05,6,0.075,0.8,7,3,-1,"""1-2""",,,
0.961,0.222,9,0.282,0.417,6,1,1,"""2-1""",,,
0.292,0.611,2,0.398,0.75,9,2,0,"""1-1""",,,
0.06,0.333,1,0.08,0.889,6,1,1,"""3-1""",,,
0.525,0.278,9,0.268,0.55,3,1,4,"""5-1""",,,
0.266,0.65,2,1.0,0.1,9,3,-4,"""0-1""",,,
0.983,0.05,9,0.1,0.45,7,1,5,"""5-0""",,,
0.13,0.65,4,0.562,0.95,9,3,-2,"""0-2""",,,
0.111,0.85,7,0.474,0.889,4,2,0,"""0-0""",,,
0.13,0.375,5,0.786,0.2,6,1,-2,"""1-3""",,,
0.857,0.1,4,0.535,0.111,2,2,0,"""1-1""",,,
0.266,0.65,2,1.0,0.1,9,3,-4,"""0-4""",,,
0.431,0.35,5,0.344,0.455,4,2,-2,"""0-2""",,,
0.487,0.393,2,0.15,0.167,7,1,1,"""4-3""",,,
1.0,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
0.455,0.4,6,0.68,0.2,4,2,0,"""0-0""",,,
0.229,0.95,7,0.281,0.7,4,2,0,"""0-0""",,,
0.54,0.4,3,0.19,0.85,7,3,1,"""0-2""",,,
0.114,0.85,6,0.675,0.6,4,2,0,"""2-2""",,,
0.211,0.611,2,0.093,0.75,4,2,0,"""1-1""",,,
0.478,0.833,1,0.385,0.65,6,1,2,"""3-1""",,,
0.13,0.375,6,0.139,0.5,6,2,-1,"""0-4""",,,
0.235,0.9,2,0.398,0.154,5,1,3,"""1-3""",,,
0.49,0.05,3,0.206,0.45,7,1,1,"""3-2""",,,
0.32,0.222,6,0.203,0.444,6,1,1,"""2-1""",,,
0.374,0.75,0,1.0,0.6,1,3,-1,"""0-1""",,,
0.066,0.556,6,0.125,0.167,3,2,0,"""0-1""",,,
0.226,0.25,5,0.731,0.1,2,1,1,"""2-1""",,,
0.462,0.333,3,0.19,0.944,0,1,2,"""2-0""",,,
0.117,0.95,5,0.815,0.2,4,3,-2,"""1-3""",,,
0.882,0.563,7,0.139,0.3,4,1,1,"""1-0""",,,
0.578,0.75,4,1.0,0.1,9,1,1,"""1-0""",,,
0.265,0.571,3,0.125,0.35,4,1,1,"""4-0""",,,
0.1,0.45,2,0.385,0.333,6,1,2,"""3-1""",,,
0.266,0.65,2,1.0,0.1,9,3,-4,"""0-4""",,,
0.226,0.45,5,0.462,0.1,3,1,1,"""2-1""",,,
0.266,0.65,2,1.0,0.1,9,3,-4,"""0-4""",,,
0.045,0.278,3,0.703,0.9,2,2,-1,"""0-1""",,,
0.208,1.0,0,0.795,0.667,3,3,-1,"""0-1""",,,
0.61,0.125,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.54,0.95,1,0.391,0.556,6,1,1,"""2-1""",,,
0.543,1.0,7,0.766,0.107,3,2,0,"""3-3""",,,
0.291,0.944,9,0.786,0.313,6,3,-3,"""0-3""",,,
0.046,0.611,4,0.788,0.15,5,2,0,"""1-1""",,,
1.0,0.278,4,0.132,0.55,3,1,4,"""5-1""",,,
0.304,0.222,6,0.219,0.3,2,1,1,"""2-1""",,,
0.26,0.8,6,0.385,0.2,3,3,-2,"""0-2""",,,
0.266,0.65,1,0.266,0.85,9,3,-4,"""0-1""",,,
0.341,0.667,7,0.54,0.3,7,3,3,"""1-2""",,,
0.5,0.9,7,0.139,0.75,4,2,0,"""2-2""",,,
0.06,0.35,1,0.12,0.65,6,1,2,"""3-1""",,,
0.597,0.167,6,0.391,0.556,6,1,1,"""2-1""",,,
0.278,0.563,6,0.111,1.0,1,1,-1,"""1-2""",,,
0.962,0.222,1,0.391,0.444,6,1,1,"""2-1""",,,
1.0,0.278,9,0.398,0.55,3,1,4,"""5-1""",,,
0.046,0.85,6,0.54,0.5,4,3,-1,"""0-0""",,,
0.402,0.889,1,0.248,0.556,7,1,1,"""2-1""",,,
0.13,0.5,4,0.275,0.1,6,3,-2,"""0-2""",,,
0.08,0.5,5,0.281,0.2,3,2,0,"""0-0""",,,
0.1,0.45,1,0.254,0.65,4,1,2,"""3-1""",,,
0.578,0.625,5,0.962,0.5,2,1,1,"""1-0""",,,
0.265,0.077,1,0.219,0.417,6,1,2,"""1-1""",,,
0.431,0.889,7,0.108,1.0,4,3,-1,"""3-2""",,,
0.066,0.15,6,0.126,0.95,1,1,3,"""3-0""",,,
0.32,0.167,6,0.126,0.556,2,1,1,"""2-1""",,,
0.1,0.833,6,0.409,0.6,6,3,-1,"""1-3""",,,
0.343,0.393,2,0.505,0.8,4,1,2,"""3-1""",,,
0.068,0.625,0,1.0,0.0625,9,3,-3,"""1-4""",,,
0.197,0.45,3,0.104,0.944,0,1,2,"""2-0""",,,
0.06,0.722,2,0.505,0.65,3,1,2,"""3-1""",,,
0.278,0.056,4,0.398,0.45,3,1,1,"""3-0""",,,
0.455,0.688,3,0.069,0.95,7,3,-1,"""0-1""",,,
0.08,0.85,3,0.68,0.15,4,2,0,"""0-0""",,,
0.574,0.3,5,0.218,0.111,3,1,1,"""4-1""",,,
0.084,0.615,6,0.219,0.563,7,1,1,"""2-1""",,,
0.482,0.25,4,0.882,0.95,0,3,-1,"""0-1""",,,
0.243,0.45,4,0.22,0.95,0,1,1,"""1-0""",,,
0.237,0.6,0,0.15,0.95,6,1,1,"""4-2""",,,
0.409,0.45,6,0.042,0.35,3,2,0,"""1-1""",,,
0.597,0.25,6,0.519,1.0,6,1,1,"""2-1""",,,
0.366,0.35,7,0.397,0.3,4,1,2,"""3-1""",,,
0.108,0.889,3,0.206,0.45,7,1,1,"""3-2""",,,
0.857,0.9,6,0.535,0.6,4,2,0,"""0-0""",,,
0.32,0.2,1,0.391,0.45,6,1,1,"""2-1""",,,
0.362,0.1,2,0.566,0.8,4,2,0,"""0-0""",,,
0.612,0.188,6,0.391,0.556,6,1,1,"""2-1""",,,
0.099,0.5,6,0.474,0.9,4,2,0,"""0-0""",,,
0.508,0.6,4,0.549,0.85,2,3,-2,"""1-4""",,,
0.5,0.778,4,0.133,0.15,4,2,0,"""0-0""",,,
0.237,0.3,6,0.108,0.5,6,2,-1,"""4-1""",,,
0.5,0.893,4,0.398,0.7,0,2,0,"""0-0""",,,
0.184,0.5,1,0.402,0.111,3,2,0,"""2-2""",,,
0.444,0.389,3,0.069,0.95,0,3,-1,"""0-1""",,,
0.343,0.556,7,0.752,0.667,4,1,2,"""2-0""",,,
0.278,0.9,6,0.07,0.9,1,3,-1,"""0-0""",,,
0.382,0.909,2,0.788,0.278,5,2,0,"""1-1""",,,
0.5,0.75,5,0.097,0.107,3,2,0,"""1-1""",,,
0.382,0.909,7,0.202,0.722,4,2,0,"""1-1""",,,
0.203,0.667,3,0.28,0.5,4,2,0,"""0-0""",,,
0.661,0.75,5,0.219,0.591,2,1,1,"""1-0""",,,
0.066,0.75,0,0.6,0.444,7,1,3,"""2-1""",,,
0.111,0.1,4,0.28,0.889,4,2,0,"""0-0""",,,
0.348,0.6,7,0.815,0.45,3,3,-2,"""1-3""",,,
0.197,0.333,3,0.104,0.944,0,1,2,"""2-0""",,,
0.092,0.6,2,0.562,0.25,2,3,-2,"""0-2""",,,
0.12,0.833,5,0.19,0.111,6,1,2,"""3-1""",,,
0.123,1.0,0,1.0,0.5,9,3,-2,"""0-1""",,,
0.61,0.85,6,0.151,0.667,1,2,0,"""1-1""",,,
0.133,0.45,2,0.093,0.3,3,1,2,"""2-0""",,,
0.502,0.389,4,0.111,0.889,4,2,0,"""0-0""",,,
0.321,0.6,4,0.044,0.95,3,1,3,"""3-0""",,,
0.184,0.111,6,0.282,0.5,1,3,0,"""0-1""",,,
0.204,0.056,3,0.051,0.438,1,3,-1,"""3-0""",,,
0.983,0.111,9,0.059,0.667,7,1,5,"""5-0""",,,
0.12,0.35,1,0.489,0.107,4,1,2,"""3-1""",,,
0.066,0.25,4,0.882,0.1,0,1,3,"""1-0""",,,
0.362,0.9,1,1.0,0.15,9,1,1,"""1-0""",,,
0.321,0.667,4,0.051,0.875,1,1,3,"""3-0""",,,
0.525,0.667,6,0.06,0.4,3,1,3,"""4-1""",,,
0.508,1.0,0,0.072,0.75,3,2,0,"""1-1""",,,
0.199,0.778,1,0.766,0.35,4,2,0,"""0-0""",,,
0.343,0.75,0,0.795,0.5,1,3,-1,"""0-1""",,,
0.5,0.625,2,1.0,0.1,9,2,0,"""1-0""",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""6-1""",,,
0.184,0.773,0,1.0,0.75,9,2,0,"""0-0""",,,
0.374,0.773,6,0.795,0.75,3,2,0,"""1-1""",,,
0.527,0.389,6,0.566,0.2,4,2,0,"""3-3""",,,
0.084,0.222,6,0.051,0.556,6,1,1,"""2-1""",,,
0.409,0.3,6,0.139,0.5,4,2,0,"""1-1""",,,
0.218,0.6,3,0.044,0.409,1,1,3,"""3-0""",,,
0.156,0.667,6,0.398,0.7,1,1,2,"""2-0""",,,
0.466,0.4,6,0.286,0.5,6,3,-1,"""0-2""",,,
0.073,0.179,1,0.042,0.8,3,1,1,"""0-0""",,,
0.184,0.9,6,0.279,0.2,4,3,-1,"""3-3""",,,
0.321,0.571,5,0.051,0.429,3,1,3,"""4-1""",,,
0.291,0.6,2,0.562,0.25,2,3,-2,"""0-2""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.482,0.7,3,0.097,0.05,7,1,1,"""1-0""",,,
0.32,0.167,3,0.488,0.071,7,1,1,"""2-1""",,,
0.427,0.667,3,0.06,0.154,7,1,1,"""2-1""",,,
0.555,0.1,5,0.788,0.455,4,2,0,"""0-0""",,,
0.789,0.9,7,0.042,0.8,4,1,1,"""4-0""",,,
0.111,0.4,4,0.703,0.5,6,2,0,"""1-1""",,,
0.321,0.6,6,0.044,1.0,5,1,3,"""3-0""",,,
0.291,0.85,2,1.0,0.778,9,3,-2,"""0-2""",,,
0.487,0.8,6,0.501,1.0,1,3,3,"""3-0""",,,
0.218,0.393,4,0.315,0.55,3,1,3,"""3-1""",,,
0.197,0.333,3,0.104,0.944,0,1,2,"""2-0""",,,
0.173,0.25,4,0.882,0.1,3,3,-1,"""2-3""",,,
0.485,1.0,6,0.466,0.45,1,2,0,"""1-0""",,,
0.046,0.444,0,0.501,0.083,6,2,0,"""3-3""",,,
0.301,0.15,6,0.807,0.333,6,1,2,"""4-2""",,,
0.473,0.417,0,1.0,0.75,9,2,0,"""1-4""",,,
0.5,0.9,4,0.075,0.5,9,1,1,"""1-0""",,,
0.092,0.8,4,0.343,0.778,7,3,-2,"""0-2""",,,
0.465,0.5,7,0.269,0.45,1,2,0,"""0-0""",,,
0.272,0.15,6,0.22,0.7,3,1,3,"""4-1""",,,
0.343,0.85,6,0.28,0.722,4,2,0,"""0-0""",,,
0.508,0.333,6,0.402,0.5,6,3,1,"""0-1""",,,
0.807,0.15,6,0.254,0.4,6,1,3,"""4-2""",,,
0.743,0.85,4,0.54,0.125,7,3,-2,"""1-2""",,,
0.343,0.688,0,1.0,0.75,9,2,0,"""0-1""",,,
0.482,0.25,2,0.541,0.55,9,1,1,"""1-0""",,,
1.0,0.889,5,0.271,0.125,4,3,2,"""2-0""",,,
0.1,0.889,9,0.487,0.15,2,1,1,"""1-0""",,,
0.291,0.85,5,0.562,0.1,9,3,-2,"""0-2""",,,
0.32,0.063,6,0.123,0.5,6,1,1,"""2-1""",,,
0.204,0.25,6,0.558,0.85,3,3,4,"""2-3""",,,
0.218,0.6,4,0.295,0.95,5,1,3,"""3-0""",,,
0.065,0.75,4,0.272,0.75,3,2,0,"""1-1""",,,
0.226,0.6,4,0.084,1.0,6,3,-2,"""2-3""",,,
0.13,0.5,4,0.163,0.167,7,3,-2,"""0-2""",,,
1.0,0.3,4,0.132,0.55,3,1,4,"""5-1""",,,
0.466,0.6,7,0.501,0.6,7,3,-1,"""0-1""",,,
0.416,0.45,3,0.075,0.464,0,1,1,"""2-0""",,,
0.278,0.125,7,0.122,0.2,1,3,-2,"""2-3""",,,
0.34,0.722,4,0.084,0.429,3,1,3,"""3-1""",,,
0.038,0.6,0,0.097,0.667,5,3,-1,"""3-3",,,
1.0,0.278,9,0.132,0.55,3,1,4,"""5-1""",,,
0.49,0.2,3,0.406,0.563,6,1,1,"""2-1""",,,
0.066,0.85,6,0.044,0.2,5,2,0,"""3-3""",,,
0.49,0.2,3,0.282,0.071,7,1,1,"""3-2""",,,
0.962,0.9,7,0.68,0.722,3,2,2,"""1-0""",,,
0.485,0.893,6,0.409,1.0,4,2,0,"""1-1""",,,
0.068,0.625,0,1.0,0.0625,9,3,-3,"""1-4""",,,
0.578,0.25,4,0.882,0.1,0,3,-1,"""0-1""",,,
0.06,0.25,5,0.284,0.5,3,1,1,"""1-0""",,,
0.635,0.5,4,0.275,0.25,2,3,-2,"""0-2""",,,
0.08,0.3,4,0.788,0.9,3,2,0,"""0-0""",,,
0.173,0.278,4,0.68,0.7,4,2,0,"""0-0""",,,
0.278,0.375,6,0.731,0.6,5,2,0,"""0-0""",,,
0.13,0.611,4,0.093,0.65,3,1,2,"""3-1""",,,
0.068,0.625,0,1.0,0.0625,9,2,-3,"""1-4""",,,
0.374,0.3,2,0.093,0.75,5,2,0,"""1-1""",,,
0.482,0.563,3,0.151,0.95,7,3,-1,"""0-1""",,,
0.49,0.2,3,0.206,0.85,7,1,1,"""3-2""",,,
0.66,0.4,7,0.206,0.45,7,1,1,"""3-2""",,,
0.466,0.563,6,0.094,1.0,6,3,-1,"""0-1""",,,
0.345,0.1,5,0.048,0.85,6,1,2,"""3-1""",,,
0.325,0.5,5,0.466,0.833,4,2,0,"""0-0""",,,
0.527,1.0,2,0.68,0.889,4,2,0,"""1-1""",,,
0.229,0.667,3,0.051,1.0,1,1,3,"""3-0""",,,
0.55,0.833,1,0.211,0.65,6,1,2,"""3-1""",,,
1.0,0.15,6,0.462,0.455,3,1,3,"""3-0""",,,
0.882,0.15,4,0.22,0.833,3,1,3,"""3-0""",,,
0.502,0.9,3,0.15,0.45,5,2,0,"""0-0""",,,
1.0,0.45,1,0.6,0.708,9,1,1,"""2-1""",,,
0.108,0.179,3,0.282,0.071,7,1,1,"""3-2""",,,
0.336,0.778,1,0.094,0.75,3,3,-1,"""1-1""",,,
0.114,0.389,6,0.093,1.0,4,2,0,"""0-0""",,,
0.336,1.0,0,0.97,0.6,2,3,-1,"""7-0""",,,
0.278,0.15,6,0.544,0.4,7,3,-1,"""1-2""",,,
0.292,0.188,0,0.093,0.9,4,2,0,"""0-0""",,,
0.487,0.45,5,0.397,0.15,3,1,2,"""2-0""",,,
0.06,0.667,3,0.271,0.875,3,1,1,"""2-1""",,,
0.184,0.8,4,0.202,0.5,0,3,-1,"""0-1""",,,
0.609,0.6,4,0.084,0.688,5,1,3,"""3-0""",,,
0.343,0.75,3,0.266,0.5,1,3,-1,"""0-1""",,,
0.612,0.375,6,0.286,0.8,6,3,-2,"""3-3""",,,
1.0,0.444,6,0.042,0.6,1,2,0,"""1-1""",,,
0.065,0.2,2,0.962,0.75,3,2,0,"""0-0""",,,
0.226,0.625,2,1.0,0.1,9,3,-3,"""1-4""",,,
0.612,0.636,5,0.815,0.2,4,3,-2,"""1-3""",,,
0.266,0.65,2,1.0,0.1,9,3,-4,"""0-4""",,,
0.462,0.35,7,0.397,0.85,4,1,2,"""2-0""",,,
0.092,0.6,5,0.072,0.8,2,3,-2,"""0-2""",,,
0.229,0.667,4,0.044,0.409,1,2,3,"""3-0""",,,
0.431,0.389,4,0.344,0.75,1,2,0,"""1-1""",,,
0.374,0.85,6,0.474,0.6,6,2,0,"""1-1""",,,
0.237,0.15,4,0.278,0.95,9,1,2,"""4-2""",,,
0.045,0.2,1,0.882,0.8,4,1,1,"""4-3""",,,
0.5,0.6,4,0.202,0.85,3,1,1,"""1-0""",,,
0.882,0.667,4,0.044,1.0,5,1,3,"""3-0""",,,
0.612,0.778,5,0.535,0.5,6,2,0,"""0-0""",,,
0.1,0.833,1,0.385,0.65,4,1,2,"""3-1""",,,
0.49,0.179,3,0.206,0.45,7,1,1,"""3-2""",,,
0.272,0.375,2,0.111,0.111,1,2,0,"""1-4""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.466,0.4,4,0.795,0.1,1,2,0,"""1-1""",,,
0.042,0.944,9,0.786,0.167,6,3,-3,"""0-3""",,,
0.455,0.4,0,0.133,0.5,7,3,-1,"""0-1""",,,
0.272,0.95,6,0.336,1.0,6,3,-1,"""0-1""",,,
0.184,0.944,4,0.786,0.167,6,3,-3,"""0-3""",,,
0.5,0.1,4,0.268,0.55,3,1,4,"""5-1""",,,
0.612,0.909,7,0.882,0.95,3,3,-1,"""1-2""",,,
0.58,0.25,4,0.402,0.1,3,3,-1,"""0-1""",,,
0.13,0.05,5,0.731,0.45,3,1,-2,"""4-1""",,,
0.099,0.8,1,0.462,0.15,4,1,0,"""1-0""",,,
0.321,0.278,5,0.044,0.833,3,1,3,"""4-1""",,,
0.961,0.45,9,0.059,0.7,4,1,-2,"""0-3""",,,
0.341,0.417,6,0.391,0.6,4,3,-1,"""1-2""",,,
0.485,1.0,2,0.703,0.2,4,2,0,"""2-2""",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""6-1""",,,
0.235,0.893,5,0.093,0.2,3,2,0,"""1-3""",,,
0.366,0.2,7,0.271,0.3,7,1,1,"""2-0""",,,
0.32,0.222,1,0.271,0.444,2,1,1,"""2-1""",,,
0.348,0.9,5,0.815,0.455,4,3,-2,"""1-3""",,,
0.06,0.45,1,0.092,0.85,1,1,2,"""3-1""",,,
0.49,0.6,3,1.0,0.85,7,1,1,"""1-0""",,,
0.321,0.571,9,0.165,0.4,6,1,3,"""4-1""",,,
0.229,0.95,3,0.218,0.7,4,2,0,"""0-0""",,,
0.444,0.333,3,0.151,0.75,0,3,-1,"""0-1""",,,
0.402,0.5,4,0.549,1.0,4,2,-1,"""0-2""",,,
0.882,0.05,4,0.275,0.5,4,3,-2,"""0-1""",,,
0.1,0.4,3,0.402,0.6,1,3,-1,"""2-1""",,,
0.343,0.625,0,0.266,0.679,9,2,0,"""1-1""",,,
0.272,0.7,6,0.715,0.7,5,1,3,"""1-0""",,,
0.61,0.611,4,0.165,1.0,5,1,3,"""1-0""",,,
0.444,1.0,0,0.06,0.111,4,2,0,"""1-1""",,,
0.525,0.35,5,0.815,0.5,4,1,2,"""3-1""",,,
1.0,0.278,9,0.132,0.55,3,1,4,"""5-1""",,,
0.487,0.611,4,0.108,0.75,5,2,0,"""1-1""",,,
0.06,0.9,1,0.219,0.85,6,1,2,"""1-0""",,,
0.61,0.125,9,0.609,0.0625,9,3,-3,"""0-3""",,,
0.374,0.9,6,0.272,0.2,4,2,0,"""3-3",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""6-1""",,,
0.203,0.55,0,0.766,0.75,4,2,0,"""0-0""",,,
0.54,0.611,4,0.788,0.6,1,2,0,"""1-1""",,,
0.203,0.893,4,0.466,0.45,2,2,0,"""1-1""",,,
0.318,0.05,4,0.54,0.667,7,3,-1,"""1-2""",,,
0.098,0.85,3,0.278,1.0,7,3,-1,"""0-1""",,,
0.525,0.55,5,0.295,0.875,5,1,3,"""3-0""",,,
0.525,0.438,4,0.22,0.875,5,1,3,"""3-0""",,,
0.857,0.214,2,0.6,0.9,1,2,0,"""0-0""",,,
0.325,0.389,7,0.151,0.75,1,2,0,"""0-0""",,,
0.661,0.75,0,0.219,0.591,2,1,1,"""1-0""",,,
0.473,1.0,3,0.535,0.75,4,2,0,"""0-0""",,,
0.035,0.625,0,1.0,0.2,4,3,-2,"""3-3""",,,
0.857,0.389,4,0.122,0.75,4,2,0,"""2-2""",,,
0.44,0.4,3,0.069,0.438,7,3,-1,"""0-1""",,,
0.482,0.4,6,0.402,1.0,1,3,-1,"""0-1""",,,
0.455,0.45,7,0.094,0.5,4,2,2,"""3-1""",,,
0.117,0.05,4,0.409,0.722,4,3,-2,"""0-2""",,,
0.635,0.25,4,0.882,0.1,3,3,-1,"""1-0""",,,
0.08,0.389,5,0.122,0.455,4,2,0,"""0-0""",,,
0.098,0.611,5,0.165,0.6,4,2,0,"""0-0""",,,
0.208,0.333,6,0.962,0.455,1,3,0,"""3-3""",,,
0.301,0.833,2,0.225,0.7,3,1,2,"""2-0""",,,
0.857,0.611,5,0.385,1.0,4,2,0,"""1-1""",,,
0.08,0.773,5,0.849,0.2,4,2,0,"""0-0""",,,
0.743,0.636,5,0.344,0.2,4,3,-2,"""1-3""",,,
0.173,0.1,4,0.122,0.9,3,2,0,"""2-2""",,,
0.123,0.393,1,0.562,0.1,2,3,-4,"""1-3""",,,
0.068,0.625,0,1.0,0.0625,9,3,-3,"""1-4""",,,
0.292,0.333,3,0.541,0.45,4,2,0,"""0-0""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.133,0.85,2,0.097,0.25,4,3,-2,"""2-3""",,,
0.509,0.4,6,0.398,0.5,3,2,0,"""0-1""",,,
0.173,1.0,3,0.549,0.6,4,2,-1,"""0-0""",,,
0.431,0.15,6,0.092,0.5,6,3,-1,"""0-1""",,,
0.366,0.35,7,0.12,0.3,4,1,2,"""3-1""",,,
0.49,0.393,1,0.489,0.722,4,1,2,"""2-0""",,,
0.54,0.889,1,0.807,0.556,9,1,1,"""2-1""",,,
0.473,0.2,2,0.076,0.6,0,2,0,"""2-2""",,,
0.273,0.6,4,0.252,0.667,7,3,-2,"""0-2""",,,
0.042,0.944,1,0.786,0.167,6,3,-3,"""0-3""",,,
0.487,0.333,3,0.163,0.75,7,1,1,"""2-1""",,,
0.265,0.179,3,0.563,0.667,7,1,1,"""2-1""",,,
0.092,0.85,5,0.558,0.125,2,3,-2,"""0-2""",,,
0.068,0.625,0,1.0,0.0625,9,3,-3,"""1-4""",,,
0.55,0.6,4,0.252,0.125,3,3,-2,"""0-2""",,,
0.1,0.833,1,0.093,0.65,4,1,2,"""3-1""",,,
0.099,0.4,7,0.271,0.722,5,1,1,"""1-0""",,,
0.292,0.5,4,0.703,0.455,3,2,0,"""0-0""",,,
0.545,0.55,6,0.402,1.0,7,1,2,"""0-1""",,,
0.092,0.85,4,0.875,0.2,4,3,-2,"""1-2""",,,
0.478,0.4,2,0.248,0.5,3,1,1,"""1-0""",,,
0.226,0.75,4,0.051,1.0,1,1,1,"""1-0""",,,
0.208,0.85,4,0.133,0.45,7,3,-1,"""0-1""",,,
0.807,0.773,6,0.218,0.556,4,2,0,"""0-0""",,,
1.0,0.4,0,0.612,0.083,1,2,0,"""1-2""",,,
0.038,0.6,9,0.051,0.45,3,1,1,"""1-0""",,,
0.807,0.15,6,0.807,0.4,6,1,2,"""4-2""",,,
0.58,0.417,4,1.0,0.667,2,3,0,"""0-2""",,,
1.0,0.278,9,0.132,0.55,3,1,4,"""5-1""",,,
0.348,0.6,4,0.343,0.2,2,3,-2,"""1-3""",,,
